Topplista,Titlar,Platform,MetaScore,UserScore,ReleaseDate,Publishers,Developers
942,Necromunda: Underhive Wars,PlayStation 4,59,3.8,"September 8, 2020",Focus Home Interactive,Rogue Factor
943,Crysis Remastered,PlayStation 4,59,3.6,"September 18, 2020",Crytek,Saber Interactive
944,Disaster Report 4: Summer Memories,Switch,59,7.3,"April 7, 2020",NIS America,Irem
945,Oddworld: Munch's Oddysee HD,Switch,59,7.9,"May 14, 2020",Oddworld Inhabitants,"Just Add Water, Square One Games"
946,Those Who Remain,Xbox One,59,4.9,"May 28, 2020",Camel 101,Camel 101
947,Space Crew,PC,59,7.0,"October 15, 2020",Curve Digital,Runner Duck
948,The Dark Crystal: Age of Resistance Tactics,PlayStation 4,59,3.9,"February 4, 2020",En Masse Entertainment,BonusXP
949,Tharsis,Switch,58,NA,"April 11, 2020",Choice Provisions,Choice Provisions
950,Romance of the Three Kingdoms XIV,PC,58,6.5,"January 15, 2020",Koei Tecmo Games,Koei Tecmo Games
951,The Dark Crystal: Age of Resistance Tactics,Xbox One,58,4.3,"February 4, 2020",En Masse Entertainment,BonusXP
952,Best Friend Forever,Switch,58,NA,"August 27, 2020",Alliance,Starcolt
953,Nickelodeon Kart Racers 2: Grand Prix,PlayStation 4,58,6.9,"October 6, 2020",GameMill Publishing,"Bamtang, GameMill Entertainment"
954,Skellboy,Switch,58,5.8,"January 30, 2020",Fabraz,Umaiki Games
955,Dread Nautical,PC,58,NA,"April 29, 2020",Zen Studios,Zen Studios
956,Tennis World Tour 2,Xbox One,58,8.3,"September 22, 2020",Maximum Games,Big Ant Studios
957,The Suicide of Rachel Foster,PlayStation 4,58,5.7,"September 9, 2020",Daedalic Entertainment,ONEOONE GAMES
958,Sword Art Online: Alicization Lycoris,PlayStation 4,58,5.9,"July 10, 2020",Bandai Namco Games,"Bandai Namco Games, Aquria"
959,WWE 2K Battlegrounds,Xbox One,58,5.6,"September 18, 2020",2K Games,Saber Interactive
960,Ary and the Secret of Seasons,Switch,58,NA,"September 1, 2020",Modus Games,Exiin
961,Sword Art Online: Alicization Lycoris,Xbox One,58,6.6,"July 10, 2020",Bandai Namco Games,"Bandai Namco Games, Aquria"
962,Skater XL,PlayStation 4,57,5.2,"July 28, 2020",Easy Day Studios Pty Ltd,Easy Day Studios Pty Ltd
963,Ary and the Secret of Seasons,Xbox One,57,NA,"September 1, 2020",Modus Games,Exiin
964,One Punch Man: A Hero Nobody Knows,PlayStation 4,57,4.0,"February 28, 2020",Bandai Namco Games,Bandai Namco Games
965,Griefhelm,PC,57,6.8,"August 20, 2020",Thorrnet Publishing,Johnny Dale Lonack
966,Rugby 20,Xbox One,57,4.0,"January 23, 2020",Bigben Interactive,Bigben Interactive
967,Eclipse: Edge of Light,PlayStation 4,57,3.8,"January 14, 2020",White Elk,White Elk
968,Orangeblood,PC,57,7.5,"January 13, 2020",Active Gaming Media,Grayfax Software
969,Gigantosaurus: The Game,Xbox One,57,NA,"March 27, 2020",Outright Games,Cyber Group Studios
970,Cannibal Cuisine,PC,56,NA,"May 20, 2020",Rocket Vulture,Rocket Vulture
971,The Walking Dead Onslaught,PC,56,5.6,"September 29, 2020",Survios,Survios
972,House Flipper,Switch,56,7.8,"June 12, 2020",Merge Games,Empyrean
973,Crucible,PC,56,4.2,"May 20, 2020",Amazon Game Studios,"Amazon Game Studios, Relentless Studios"
974,Praetorians HD Remaster,PC,56,8.0,"January 24, 2020",Kalypso,Torus Games
975,Ary and the Secret of Seasons,PlayStation 4,56,6.3,"September 1, 2020",Modus Games,Exiin
976,Tennis World Tour 2,PlayStation 4,56,8.5,"September 22, 2020",Nacon,Big Ant Studios
977,Deadly Premonition 2: A Blessing in Disguise,Switch,56,5.3,"July 10, 2020",Rising Star Games,Toybox Games
978,Mafia II: Definitive Edition,PlayStation 4,56,5.5,"May 19, 2020",2K Games,Hangar 13
979,Predator: Hunting Grounds,PlayStation 4,56,6.2,"April 24, 2020",SCEE,IllFonic
980,WWE 2K Battlegrounds,Switch,56,5.0,"September 18, 2020",2K Games,Saber Interactive
981,G.I. Joe: Operation Blackout,Xbox One,56,NA,"October 13, 2020",GameMill Entertainment,"GameMill Entertainment, IguanaBee"
982,Azur Lane: Crosswave,PlayStation 4,56,6.1,"February 13, 2020",Idea Factory,Felistella
983,Drawn to Life: Two Realms,Switch,55,5.3,"December 7, 2020",505 Games,Digital Continue
984,Bright Memory,Xbox Series X,55,3.9,"November 10, 2020",Playism,FYQD Personal Studio
985,Galaxy Warfighter,Switch,55,NA,"April 16, 2020",JoyBits,Qplaze
986,Cyberpunk 2077,PlayStation 4,55,3.5,"December 10, 2020",Warner Bros. Interactive Entertainment,"CD Projekt Red Studio, CD Projekt"
987,GERRRMS,Switch,55,NA,"July 23, 2020",Bugbomb Studio,Bugbomb Studio
988,Road to Guangdong,Xbox One,54,NA,"August 28, 2020",character(0),Just Add Oil Games
989,Creepy Tale,Switch,54,NA,"July 10, 2020",No Gravity Games,Deqaf Studio
990,OVERPASS,PlayStation 4,54,1.9,"March 17, 2020",Bigben Interactive,Zordix Racing
991,Space Channel 5 VR: Kinda Funky News Flash,PlayStation 4,54,6.3,"February 25, 2020",Grounding Inc.,Grounding Inc.
992,Hunting Simulator 2,PlayStation 4,54,2.6,"June 30, 2020",Bigben Interactive,Neopica
993,Five Nights at Freddy's: Help Wanted,Switch,53,7.3,"May 21, 2020",Scott Games,"Steel Wool Games, Inc., Steel Wool Games"
994,Cloudpunk,Switch,53,2.9,"October 15, 2020",Merge Games,ION LANDS
995,Necromunda: Underhive Wars,PC,53,5.7,"September 7, 2020",Focus Home Interactive,Rogue Factor
996,Daymare: 1998,PlayStation 4,53,7.0,"April 28, 2020",Invader Studios,Invader Studios
997,Airplane Mode,PC,53,NA,"October 15, 2020",AMC,Bacronym
998,Strobophagia | Rave Horror,PC,52,NA,"October 28, 2020",Kenshin Game Studio,Kenshin Game Studio
999,Last Encounter,Switch,52,NA,"February 21, 2020",Exordium Games,Exordium Games
1000,Bakugan: Champions of Vestroia,Switch,52,4.3,"November 3, 2020",Warner Bros. Interactive Entertainment,WayForward
