Topplista,Titlar,Platform,MetaScore,UserScore,ReleaseDate,Publishers,Developers
383,Carrion,Switch,76,8.1,"July 23, 2020",Devolver Digital,Phobia Game Studio
384,MotoGP 20,PlayStation 4,76,7.3,"April 23, 2020",Deep Silver,"Milestone S.r.l, Dorna Sports S.L."
385,Trials of Mana,PlayStation 4,76,7.4,"April 24, 2020",Square Enix,"Square Enix, Xeen"
386,The Long Dark,Switch,76,7.4,"September 17, 2020",Hinterland,Hinterland
387,DOOM Eternal: The Ancient Gods Part One,PlayStation 4,76,6.7,"October 20, 2020",Bethesda Softworks,id Software
388,Roki,PC,76,7.9,"July 23, 2020",United Label,Polygon Treehouse
389,PGA Tour 2K21,PlayStation 4,76,7.1,"August 21, 2020",2K Games,HB Studios Multimedia
390,Pacer,PlayStation 4,76,6.3,"October 22, 2020",R8 Games,R8 Games
391,Inmost,PC,76,8.1,"August 21, 2020",Chucklefish,Hidden Layer Games
392,ScourgeBringer,PC,76,7.4,"October 21, 2020",Dear Villagers,Flying Oak Games
393,Ghostrunner,PlayStation 4,76,7.7,"October 27, 2020",All in! Games,ONE MORE LEVEL
394,Saints Row: The Third Remastered,Xbox One,76,6.9,"May 22, 2020",Deep Silver,Sperasoft
395,Shady Part of Me,PlayStation 4,76,6.7,"December 10, 2020",Focus Home Interactive,Douze Dixiemes
396,Deliver Us The Moon,Xbox One,76,7.2,"April 23, 2020",Wired Productions,KeokeN Interactive
397,ITTA,Switch,76,7.7,"April 22, 2020",Armor Games,Glass Revolver
398,Airborne Kingdom,PC,76,7.7,"December 17, 2020",The Wandering Band LLC,The Wandering Band LLC
399,Need for Speed: Hot Pursuit Remastered,Xbox One,76,6.7,"November 6, 2020",Electronic Arts,Criterion Games
400,Cake Bash,PlayStation 4,76,6.3,"October 15, 2020",Coatsink Software,High Tea Frog
401,Call of Duty: Black Ops Cold War,PlayStation 5,76,3.7,"November 13, 2020",Activision,"Raven Software, Treyarch"
402,Call of Duty: Black Ops Cold War,PC,76,2.9,"November 13, 2020",Activision,"Raven Software, Treyarch"
403,Werewolf: The Apocalypse - Heart of the Forest,PC,76,5.6,"October 13, 2020",Walkabout Games,Different Tales
404,Brigandine: The Legend of Runersia,Switch,76,8.3,"June 25, 2020",Happinet Corporation,"Matrix Software, Happinet Corporation"
405,Beautiful Desolation,PC,76,7.6,"February 26, 2020",THE BROTHERHOOD,THE BROTHERHOOD
406,Monster Sanctuary,Switch,76,8.2,"December 8, 2020",Team17,Moi Rai Games
407,RIDE 4,PC,76,6.9,"October 8, 2020",Milestone S.r.l,Milestone S.r.l
408,Mortal Shell,PC,76,6.6,"August 18, 2020",Playstack,Cold Symmetry
409,Noita,PC,76,7.5,"October 15, 2020",Nolla Games,Nolla Games
410,Mafia: Definitive Edition,PlayStation 4,76,7.0,"September 25, 2020",2K Games,Hangar 13
411,Leisure Suit Larry: Wet Dreams Dry Twice,PC,76,5.9,"October 23, 2020",Assemble Entertainment,CrazyBunch
412,Minoria,PlayStation 4,76,6.8,"September 10, 2020",DANGEN Entertainment,Bombservice
413,Control: AWE,PlayStation 4,76,6.8,"August 27, 2020",505 Games,Remedy Entertainment
414,Samurai Shodown,PC,76,6.2,"June 11, 2020",SNK Corporation,SNK Corporation
415,Broken Lines,PC,76,7.4,"February 25, 2020",SUPER.COM,PortaPlay
416,Bloodroots,PC,76,6.4,"February 28, 2020",Paper Cult,Paper Cult
417,Ghostrunner,Xbox One,76,8.1,"October 27, 2020",All in! Games,ONE MORE LEVEL
418,Fury Unleashed,Switch,76,7.4,"May 8, 2020",Awesome Games Studio,Awesome Games Studio
419,Journey to the Savage Planet,Xbox One,76,6.2,"January 28, 2020",505 Games,Typhoon Studios
420,Carrion,Xbox One,76,7.6,"July 23, 2020",Devolver Digital,Phobia Game Studio
421,Hotshot Racing,Switch,76,6.3,"September 10, 2020",Sumo Digital,Lucky Mountain Games
422,Panzer Paladin,PC,76,NA,"July 21, 2020",Tribute Games,Tribute Games
423,New Super Lucky's Tale,PlayStation 4,76,7.4,"August 21, 2020",PQube,Playful Corp.
424,Hunt: Showdown,Xbox One,76,6.6,"February 18, 2020",Crytek,Crytek
425,Puyo Puyo Tetris 2,PlayStation 5,76,7.0,"December 8, 2020",Sega,Sega
426,Journey of the Broken Circle,Switch,76,7.1,"September 18, 2020",Nakana.io,Lovable Hat Cult
427,Immortals: Fenyx Rising,PlayStation 5,76,7.8,"December 3, 2020",Ubisoft,Ubisoft Quebec
428,Mortal Shell,PlayStation 4,76,7.3,"August 18, 2020",Playstack,Cold Symmetry
429,Post Void,PC,76,7.5,"August 6, 2020",YCJY Games,YCJY Games
430,Utawarerumono: Prelude to the Fallen,PlayStation 4,76,6.1,"May 26, 2020",NIS America,Aqua Plus
431,Watch Dogs: Legion,Xbox One,76,6.1,"October 29, 2020",Ubisoft,Ubisoft
432,Journey to the Savage Planet,PC,76,6.7,"January 28, 2020",505 Games,Typhoon Studios
433,Darius Cozmic Collection: Arcade,Switch,76,NA,"June 16, 2020",ININ Games,"M2, ININ Games"
434,Destiny 2: Beyond Light,PlayStation 4,76,4.0,"November 10, 2020",Bungie,Bungie
435,Langrisser I & II,Switch,76,7.6,"March 10, 2020",NIS America,Kadokawa
436,Call of Duty: Black Ops Cold War,PlayStation 4,76,3.3,"November 13, 2020",Activision,"Raven Software, Treyarch"
437,The Jackbox Party Pack 7,Switch,76,9.0,"October 15, 2020","Jackbox Games, Inc.","Jackbox Games, Inc."
438,Need for Speed: Hot Pursuit Remastered,Switch,76,7.9,"November 13, 2020",Electronic Arts,Criterion Games
439,The Wonderful 101: Remastered,PlayStation 4,76,6.3,"May 19, 2020",PlatinumGames,PlatinumGames
440,VirtuaVerse,PC,75,7.9,"May 12, 2020",Blood Music,Theta Division
441,TT Isle of Man: Ride On The Edge 2,Xbox One,75,7.2,"March 19, 2020",Bigben Interactive,KT Racing
442,Shantae and the Seven Sirens,Xbox One,75,5.1,"May 28, 2020",WayForward,WayForward
443,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,Switch,75,7.3,"December 2, 2020",Spike Chunsoft,Spike Chunsoft
444,DOOM 64,PlayStation 4,75,7.0,"March 20, 2020",Bethesda Softworks,Night Dive Studios
445,The Jackbox Party Pack 7,Xbox One,75,NA,"October 15, 2020","Jackbox Games, Inc.","Jackbox Games, Inc."
446,Vigil: The Longest Night,PC,75,6.9,"October 14, 2020",Glass Heart Games,Glass Heart Games
447,Samurai Shodown,Switch,75,7.4,"February 25, 2020",SNK,"SNK Corporation, Safari Games"
448,Descenders,PlayStation 4,75,4.9,"August 25, 2020",Sold Out,RageSquid
449,The Persistence,Xbox One,75,4.7,"May 21, 2020",Firesprite,Firesprite
450,El Hijo - A Wild West Tale,PC,75,NA,"December 3, 2020",HandyGames,Honig Studios
451,Age of Empires III: Definitive Edition,PC,75,5.3,"October 15, 2020",Xbox Game Studios,Tantalus
452,Manifold Garden,Switch,75,7.3,"August 18, 2020",William Chyr Studio LLC,William Chyr Studio LLC
453,One Piece: Pirate Warriors 4,PlayStation 4,75,7.3,"March 27, 2020",Bandai Namco Games,Omega Force
454,Ys: Memories of Celceta,PlayStation 4,75,7.2,"June 9, 2020",XSEED Games,Falcom
455,Mortal Shell,Xbox One,75,7.2,"August 18, 2020",Playstack,Cold Symmetry
456,Iron Harvest,PC,75,6.5,"September 1, 2020",Deep Silver,KING Art
457,LUNA The Shadow Dust,PC,75,7.0,"February 13, 2020",Coconut Island Games,Lantern Studio
458,Beyond Blue,PlayStation 4,75,8.4,"June 11, 2020",E-Line Media,E-Line Media
459,Pokemon Sword / Shield: The Crown Tundra,Switch,75,7.4,"October 22, 2020",Nintendo,Game Freak
460,Cake Bash,Switch,75,NA,"November 19, 2020",Coatsink Software,Coatsink Software
461,Need for Speed: Hot Pursuit Remastered,PC,75,3.4,"November 6, 2020",Electronic Arts,Criterion Games
462,ScourgeBringer,Xbox One,75,NA,"October 21, 2020",Flying Oak Games,Flying Oak Games
463,Superliminal,Switch,75,9.6,"July 7, 2020",Pillow Castle Games,Pillow Castle Games
464,Death Come True,Switch,75,4.3,"June 24, 2020",Izanagi Games,"Izanagi Games, Too Kyo Games"
465,Evan's Remains,PC,75,NA,"June 11, 2020",Whitethorn Digital,Matias Schmied
466,"Yes, Your Grace",PC,75,7.7,"March 6, 2020",No More Robots,Brave at Night
467,Below,PlayStation 4,75,4.8,"April 7, 2020",Capy Games,Capy Games
468,Jurassic World Evolution: Complete Edition,Switch,75,8.3,"November 3, 2020",Frontier Developments,Frontier Developments
469,Assetto Corsa Competizione,Xbox One,75,4.8,"June 23, 2020",505 Games,505 Games
470,Mortal Kombat 11: Aftermath,PlayStation 4,75,6.1,"May 26, 2020",Warner Bros. Interactive Entertainment,NetherRealm Studios
471,Willy Jetman: Astromonkey's Revenge,Switch,75,7.5,"January 31, 2020",BadLand Publishing,"BLG Publishing, Last Chicken Games"
472,The Room VR: A Dark Matter,PlayStation 4,75,6.1,"March 26, 2020",Fireproof Games,Fireproof Games
473,Fire Emblem: Three Houses - Side Story: Cindered Shadows,Switch,75,7.6,"February 13, 2020",Nintendo,Intelligent Systems
474,Patapon 2 Remastered,PlayStation 4,75,7.0,"January 30, 2020",SCEA,SCE Japan Studio
475,DIRT 5,PC,75,3.9,"November 6, 2020",Deep Silver,Codemasters
476,Mario Kart Live: Home Circuit,Switch,75,7.3,"October 16, 2020",Nintendo,"Nintendo, Velan Studios"
477,Bloodroots,Switch,75,7.7,"February 28, 2020",Paper Cult,Paper Cult
478,Amnesia: Rebirth,PlayStation 4,75,6.5,"October 20, 2020",Frictional Games,Frictional Games
479,Kingdom Hearts: Melody of Memory,PlayStation 4,75,7.0,"November 13, 2020",Square Enix,Square Enix
480,Need for Speed: Hot Pursuit Remastered,PlayStation 4,75,4.6,"November 6, 2020",Electronic Arts,Criterion Games
481,Carto,PlayStation 4,75,NA,"October 27, 2020",Humble Games,Sunhead Games
482,Bugsnax,PlayStation 5,75,8.1,"November 12, 2020","Young Horses, Inc","Young Horses, Inc"
483,inbento,Switch,75,8.0,"March 12, 2020",7Levels,Afterburn
484,A Total War Saga: TROY,PC,75,6.0,"August 13, 2020",SegaSoft,Creative Assembly
485,Neversong,PC,75,7.6,"May 20, 2020",Serenity Forge,"Serenity Forge, Thomas Brush"
486,Samurai Jack: Battle Through Time,Xbox One,75,8.0,"August 21, 2020",Adult Swim,Soleil
487,Coffee Talk,PC,75,7.4,"January 29, 2020",Toge Productions,Toge Productions
488,Phantom: Covert Ops,PC,75,8.5,"June 23, 2020",nDreams,nDreams
489,Super Mario Bros. 35,Switch,75,7.5,"October 1, 2020",Nintendo,Nintendo
490,Carrion,PC,75,7.9,"July 23, 2020",Devolver Digital,Phobia Game Studio
491,Ion Fury,PlayStation 4,75,6.6,"May 14, 2020",1C Entertainment,"3D Realms, Voidpoint, LLC"
492,Arcade Spirits,Switch,74,NA,"May 1, 2020",PQube,Fiction Factory Games
493,Rock of Ages 3: Make & Break,Xbox One,74,NA,"July 21, 2020",Modus Games,ACE Team
494,Angry Video Game Nerd I & II Deluxe,Switch,74,8.3,"October 30, 2020",FreakZone,FreakZone
495,Project Wingman,PC,74,8.4,"December 1, 2020",Sector D2,Sector D2
496,Tell Me Why,PC,74,5.3,"August 27, 2020",Xbox Game Studios,DONTNOD Entertainment
497,Darksiders Genesis,Switch,74,7.5,"February 14, 2020",THQ Nordic,Airship Syndicate Entertainment
498,Neon Abyss,PC,74,6.0,"July 14, 2020",Veewo Games,Veewo Games
499,MindSeize,Switch,74,8.0,"September 29, 2020",First Press Games,Kamina Dimension
500,Death end re;Quest 2,PlayStation 4,74,6.7,"August 25, 2020",Idea Factory,Compile Heart
501,The Coma 2: Vicious Sisters,Switch,74,NA,"June 19, 2020",Headup Games,Devespresso Games
502,Dark Nights with Poe and Munro,PC,74,5.3,"May 19, 2020",D'Avekki Studios Limited,D'Avekki Studios Limited
503,Pathfinder: Kingmaker - Definitive Edition,PlayStation 4,74,4.9,"August 18, 2020",THQ Nordic,Owlcat Games
504,void tRrLM(); //Void Terrarium,Switch,74,7.2,"July 14, 2020",NIS America,Nippon Ichi Software
505,Alder's Blood,Switch,74,7.6,"March 13, 2020",Shockwork Games,Shockwork Games
506,Monster Energy Supercross - The Official Videogame 3,Xbox One,74,6.0,"February 4, 2020",Milestone S.r.l,Milestone S.r.l
507,Ring of Pain,PC,74,NA,"October 15, 2020",Twice Different,Twice Different
508,Pendragon,PC,74,NA,"September 22, 2020",inkle,inkle
509,Biped,PC,74,7.6,"March 26, 2020",NExT Studios,NExT Studios
510,RIDE 4,PlayStation 4,74,7.1,"October 5, 2020",Milestone S.r.l,Milestone S.r.l
511,Trackmania,PC,74,4.1,"July 1, 2020",Ubisoft,Ubisoft Nadeo
512,The Coma 2: Vicious Sisters,Xbox One,74,NA,"September 4, 2020",Headup Games,Devespresso Games
513,One Line Coloring,Switch,74,NA,"August 21, 2020",MythicOwl,MythicOwl
514,Resolutiion,Switch,74,NA,"May 28, 2020",Deck 13,Monolith of Minds
515,Sam & Max Save the World Remastered,Switch,74,3.6,"December 2, 2020",Skunkape Games,Skunkape Games
516,Moving Out,PlayStation 4,74,8.0,"April 28, 2020",Team17,SMG Studio
517,Trials of Mana,Switch,74,7.7,"April 24, 2020",Square Enix,"Square Enix, GREZZO, Xeen"
518,Saints Row: The Third Remastered,PlayStation 4,74,6.4,"May 22, 2020",Deep Silver,Sperasoft
519,FIFA 21,PC,74,1.2,"October 9, 2020",Electronic Arts,Electronic Arts
520,Zombie Army 4: Dead War,PC,74,5.2,"February 4, 2020",Rebellion,Rebellion
521,Partisans 1941,PC,74,7.5,"October 14, 2020",Daedalic Entertainment,Alter Games
522,TT Isle of Man: Ride On The Edge 2,PlayStation 4,74,6.3,"March 19, 2020",Bigben Interactive,KT Racing
523,Fuser,PC,74,6.8,"November 9, 2020",NCSOFT,Harmonix Music Systems
524,Relicta,PC,74,6.9,"August 3, 2020",Ravenscourt,Mighty Polygon
525,Journey to the Savage Planet,PlayStation 4,74,7.1,"January 28, 2020",505 Games,Typhoon Studios
526,Oceanhorn 2: Knights of the Lost Realm,Switch,74,8.7,"October 28, 2020",Cornfox & Bros.,Cornfox & Bros.
527,Fort Triumph,PC,74,7.4,"April 16, 2020",Fort Triumph LTD,Fort Triumph LTD
528,HyperParasite,Xbox One,74,7.1,"April 3, 2020",HoundPicked Games,"Troglobytes Games, S.L."
529,One Step From Eden,Switch,74,8.5,"March 26, 2020",Thomas Moon Kang,Thomas Moon Kang
530,Coffee Talk,Switch,74,7.7,"January 29, 2020",Toge Productions,Toge Productions
531,Darwin Project,PC,74,6.8,"January 13, 2020",Scavengers Studio,Scavengers Studio
532,In Other Waters,PC,74,4.8,"April 3, 2020",Fellow Traveller,Jump Over The Age
533,HYPERCHARGE: Unboxed,Switch,74,8.1,"January 31, 2020",Digital Cybercherries,Digital Cybercherries
534,Darius Cozmic Collection: Arcade,PlayStation 4,74,3.3,"June 16, 2020",ININ Games,"Taito Corporation, M2"
535,Cloudpunk,PC,74,7.5,"April 23, 2020",ION LANDS,ION LANDS
536,Afterparty,Switch,74,7.1,"March 6, 2020",Night School Studio,Night School Studio
537,"Yes, Your Grace",Switch,74,6.6,"June 26, 2020",No More Robots,Brave at Night
538,Project Warlock,PlayStation 4,74,4.8,"June 9, 2020",Crunching Koalas,Buckshot Software
539,Tom Clancy's The Division 2: Warlords of New York,PlayStation 4,74,1.1,"March 3, 2020",Ubisoft,Massive Entertainment
540,The Outer Worlds: Peril on Gorgon,PC,74,6.6,"September 9, 2020",Private Division,Obsidian Entertainment
541,Double Kick Heroes,Switch,74,NA,"August 13, 2020",Headbang Club,Headbang Club
542,Railway Empire: Switch Edition,Switch,74,6.9,"June 19, 2020",Kalypso,Kalypso
543,Dungeon Defenders: Awakened,PC,74,7.8,"May 28, 2020",Chromatic Games,Chromatic Games
544,Minecraft Dungeons,Xbox One,74,7.8,"May 26, 2020",Mojang AB,Mojang AB
545,Sega Ages: G-LOC Air Battle,Switch,74,NA,"April 30, 2020",Sega,"M2, Sanritsu"
546,Control: AWE,PC,73,6.4,"August 27, 2020",Epic Games,Remedy Entertainment
547,Ikenfell,Switch,73,7.0,"October 8, 2020",Humble Bundle,Happy Ray Games
548,Orcs Must Die! 3,Stadia,73,7.1,"July 14, 2020",character(0),Robot Entertainment
549,KUNAI,Switch,73,8.1,"February 6, 2020",The Arcade Crew,TurtleBlaze
550,Pumpkin Jack,PC,73,7.3,"October 23, 2020",Headup Games,Nicolas Meyssonnier
551,Lightmatter,PC,73,7.8,"January 15, 2020",Aspyr,Tunnel Vision Games
552,Wildfire,Switch,73,NA,"December 3, 2020",Humble Bundle,Sneaky Bastards
553,The Elder Scrolls Online: Greymoor,PC,73,4.8,"May 26, 2020",Bethesda Softworks,ZeniMax Media
554,THOTH,Switch,73,NA,"January 9, 2020",Jeppe Carlsen,Jeppe Carlsen
555,The TakeOver,Switch,73,8.0,"June 4, 2020",DANGEN Entertainment,Pelikan13
556,Dragon Ball Z: Kakarot,PC,73,7.4,"January 17, 2020",Bandai Namco Games,CyberConnect2
557,Moero Crystal H,Switch,73,7.5,"September 17, 2020",EastAsiaSoft,Idea Factory
558,Destiny 2: Beyond Light,PC,73,4.4,"November 10, 2020",Bungie,Bungie
559,Dragon Ball Z: Kakarot,Xbox One,73,7.4,"January 17, 2020",Bandai Namco Games,CyberConnect2
560,Rocket Arena,PC,73,5.0,"July 14, 2020",Electronic Arts,Final Strike Games
561,The Dark Pictures - Little Hope,PC,73,6.8,"October 30, 2020",Bandai Namco Games,Supermassive Games
562,Watch Dogs: Legion,PC,73,5.7,"October 29, 2020",Ubisoft,Ubisoft
563,The Almost Gone,Switch,73,NA,"June 25, 2020",Playdigious,Happy Volcano
564,Iron Danger,PC,73,7.8,"March 25, 2020",Action Squad Studios,Action Squad Studios
565,eFootball PES 2021,PlayStation 4,73,6.0,"September 15, 2020",Konami,Konami
566,Monster Prom: XXL,Switch,73,NA,"May 21, 2020",Those Awesome Guys,Beautiful Glitch
567,SNK Gals' Fighters,Switch,73,8.0,"April 29, 2020",SNK,"SNK, Code Mystics Inc., SNK Corporation"
568,112 Operator,PC,73,7.6,"April 23, 2020",Games Operators,Jutsu Games
569,BPM: Bullets Per Minute,PC,73,8.2,"September 15, 2020",Awe Interactive,Awe Interactive
570,The Eternal Castle Remastered,Switch,73,NA,"May 15, 2020",TFL Studios,TFL Studios
571,Marvel's Iron Man VR,PlayStation 4,73,6.2,"July 3, 2020","Camouflaj, LLC","Camouflaj, LLC, Sony Interactive Entertainment"
572,Dragon Ball Z: Kakarot,PlayStation 4,73,7.9,"January 17, 2020",Bandai Namco Games,CyberConnect2
573,Bartlow's Dread Machine,Xbox One,73,NA,"September 29, 2020","Beep Games, Inc.","Beep Games, Inc."
574,Control: Ultimate Edition - Cloud Version,Switch,73,6.3,"October 28, 2020",505 Games,Remedy Entertainment
575,Pumpkin Jack,Switch,73,8.3,"October 23, 2020",Headup Games,Nicolas Meyssonnier
576,Arcade Spirits,PlayStation 4,73,NA,"May 1, 2020",PQube,Fiction Factory Games
577,West of Dead,Xbox One,73,6.7,"June 18, 2020",Raw Fury,Upstream Arcade
578,FIFA 21 NXT LVL EDITION,PlayStation 5,73,2.3,"December 4, 2020",Electronic Arts,Electronic Arts
579,Sakura Wars,PlayStation 4,73,7.3,"April 28, 2020",Sega,Sega
580,Ghostrunner,Switch,73,9.3,"November 10, 2020",505 Games,ONE MORE LEVEL
581,Worm Jazz,Switch,73,NA,"September 21, 2020",Inconspicuous Creations,Inconspicuous Creations
582,The Elder Scrolls Online: Greymoor,PlayStation 4,73,5.8,"June 9, 2020",Bethesda Softworks,ZeniMax Media
583,Jay and Silent Bob: Mall Brawl,Switch,73,7.6,"May 7, 2020",The Media Indie Exchange,Interabang Entertainment
584,Lydia,Switch,73,6.5,"January 17, 2020",Nakana.io,Platonic Partnership
585,Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,PC,72,3.5,"September 10, 2020",2K Games,Gearbox Software
586,9 Monkeys of Shaolin,Xbox One,72,NA,"October 16, 2020",Buka Entertainment,Sobaka
587,The Wonderful 101: Remastered,Switch,72,6.5,"May 19, 2020",PlatinumGames,PlatinumGames
588,NHL 21,PlayStation 4,72,2.4,"October 13, 2020",Electronic Arts,Electronic Arts
589,Bugsnax,PC,72,7.7,"November 12, 2020","Young Horses, Inc","Young Horses, Inc"
590,No Straight Roads,PC,72,7.4,"August 25, 2020",Sold Out,Metronomik
591,Zombie Army 4: Dead War,PlayStation 4,72,6.8,"February 4, 2020",Rebellion,Rebellion
592,FIFA 21,PlayStation 4,72,0.8,"October 6, 2020",Electronic Arts,Electronic Arts
593,"Warhammer 40,000: Mechanicus",Switch,72,5.9,"July 17, 2020",Kalypso,Bulwark Studios
594,Infliction: Extended Cut,Xbox One,72,5.9,"February 25, 2020",Blowfish Studios,Caustic Reality
595,Mafia II: Definitive Edition,PC,72,5.2,"May 19, 2020",2K Games,Hangar 13
596,Kingdoms of Amalur: Re-Reckoning,Xbox One,72,6.7,"September 8, 2020",THQ Nordic,Kaiko
597,Kingdoms of Amalur: Re-Reckoning,PlayStation 4,72,6.9,"September 8, 2020",THQ Nordic,Kaiko
598,Beyond Blue,PC,72,6.7,"June 11, 2020",E-Line Media,E-Line Media
599,Rock of Ages 3: Make & Break,PC,72,6.0,"July 21, 2020",Modus Games,ACE Team
600,The Dungeon of Naheulbeuk: The Amulet of Chaos,PC,72,7.8,"September 17, 2020",Dear Villagers,Artefacts Studio
601,PGA Tour 2K21,Switch,72,4.4,"August 21, 2020",2K Games,HB Studios Multimedia
602,Spellbreak,PlayStation 4,72,7.6,"September 3, 2020","Proletariat, Inc.","Proletariat, Inc."
603,"Borderlands 3: Guns, Love, and Tentacles",PC,72,6.0,"March 26, 2020",2K Games,Gearbox Software
604,Before We Leave,PC,72,7.0,"May 8, 2020",Balancing Monkey Games,Balancing Monkey Games
605,Double Kick Heroes,Xbox One,72,NA,"August 28, 2020",Plug In Digital,Headbang Club
606,Oddworld: Stranger's Wrath HD,Switch,72,7.6,"January 23, 2020",Oddworld Inhabitants,"Just Add Water, Square One Games"
607,Haven,PC,72,7.2,"December 3, 2020",The Game Bakers,The Game Bakers
608,Phoenotopia: Awakening,Switch,72,8.3,"August 20, 2020",Cape Cosmic,Cape Cosmic
609,Dex,Switch,72,8.2,"July 24, 2020",QubicGames,QubicGames
610,Onee Chanbara ORIGIN,PlayStation 4,72,NA,"October 14, 2020",D3Publisher,Tamsoft
611,Tannenberg,Xbox One,72,6.3,"July 24, 2020",Blackmill Games,M2H
612,Battletoads,Xbox One,72,6.5,"August 20, 2020",Rare Ltd.,"Rare Ltd., Dlala Studios"
613,RollerCoaster Tycoon 3: Complete Edition,Switch,72,7.8,"September 24, 2020",Frontier Foundry,Frontier Developments
614,Minecraft Dungeons,Switch,72,7.1,"May 26, 2020",Mojang AB,Mojang AB
615,Daemon X Machina,PC,72,7.0,"February 13, 2020",XSEED Games,Marvelous First Studio
616,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Xbox One,71,8.8,"June 23, 2020",THQ Nordic,Purple Lamp Studios
617,Worms Rumble,PlayStation 5,71,7.4,"December 1, 2020",Team17,Team17
618,Super Meat Boy Forever,Switch,71,4.8,"December 23, 2020",Team Meat,Team Meat
619,Saints Row IV: Re-Elected,Switch,71,7.2,"March 27, 2020",Deep Silver,Volition Inc.
620,Hotshot Racing,PC,71,7.7,"September 10, 2020",Sumo Digital,Lucky Mountain Games
621,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,PlayStation 4,71,5.8,"March 24, 2020",Konami,Konami
622,Maneater,Xbox One,71,6.9,"May 22, 2020",Deep Silver,"Tripwire Interactive, Blindside Interactive"
623,HyperParasite,Switch,71,7.9,"April 3, 2020",HoundPicked Games,"Troglobytes Games, S.L."
624,Nioh 2: The First Samurai,PlayStation 4,71,7.0,"December 17, 2020",Koei Tecmo Games,Team Ninja
625,9 Monkeys of Shaolin,PlayStation 4,71,5.8,"October 16, 2020",Buka Entertainment,Sobaka
626,Fight Crab,Switch,71,7.7,"September 15, 2020",Mastiff,Calappa Games
627,Nickelodeon Kart Racers 2: Grand Prix,Switch,71,8.3,"October 6, 2020",GameMill Publishing,"Bamtang, GameMill Entertainment"
628,Beyond Blue,Xbox One,71,6.3,"June 11, 2020",E-Line Media,E-Line Media
629,Sludge Life,PC,71,6.8,"April 8, 2020",Devolver Digital,Terri Vellmann & Doseone
630,Fairy Tail,PlayStation 4,71,5.7,"July 31, 2020",Koei Tecmo Games,Gust
631,Morbid: The Seven Acolytes,PC,71,NA,"December 3, 2020",Merge Games,Still Running
632,Minoria,Switch,71,NA,"September 10, 2020",DANGEN Entertainment,Bombservice
633,Willy Morgan and the Curse of Bone Town,PC,71,6.2,"August 11, 2020",imaginarylab,imaginarylab
634,Project Warlock,Switch,71,7.1,"June 11, 2020",Crunching Koalas,Buckshot Software
635,The Dark Pictures - Little Hope,PlayStation 4,71,6.6,"October 30, 2020",Bandai Namco Games,Supermassive Games
636,Nexomon: Extinction,Switch,71,8.5,"August 28, 2020",PQube,VEWO Interactive Inc.
637,King of Fighters R-2,Switch,71,NA,"August 7, 2020",SNK Corporation,"Code Mystics Inc., SNK Corporation"
638,Call of Duty: Modern Warfare 2 Campaign Remastered,PlayStation 4,71,7.2,"March 31, 2020",Activision,Infinity Ward
639,Assetto Corsa Competizione,PlayStation 4,71,5.5,"June 23, 2020",505 Games,505 Games
640,Spellbreak,Switch,71,7.9,"September 3, 2020","Proletariat, Inc.","Proletariat, Inc."
641,Relicta,PlayStation 4,71,5.9,"August 3, 2020",Ravenscourt,Mighty Polygon
642,Destroy All Humans!,PC,71,8.0,"July 28, 2020",THQ Nordic,Black Forest Games
643,Shantae and the Seven Sirens,PlayStation 4,71,5.3,"May 28, 2020",WayForward,WayForward
644,Captain Tsubasa: Rise of New Champions,Switch,71,7.6,"August 28, 2020",Bandai Namco Games,"Tamsoft, Bandai Namco Games"
645,Rocket Arena,Xbox One,71,7.6,"July 14, 2020",Electronic Arts,Final Strike Games
646,Through the Darkest of Times,PC,71,6.7,"January 30, 2020",HandyGames,Paintbucket Games
647,The Inner Friend,Xbox One,71,NA,"April 28, 2020",Playmind,Playmind
648,3000th Duel,Switch,71,8.3,"February 19, 2020",NEOPOPCORN Corp,NEOPOPCORN Corp
649,Pacer,PC,70,5.3,"October 29, 2020",R8 Games,R8 Games
650,The Falconeer,PC,70,5.8,"November 10, 2020",Wired Productions,Tomas Sala
651,Re:Turn - One Way Trip,PC,70,6.9,"October 14, 2020",Green Man Gaming Publishing,Red Ego Games
652,Maneater,PC,70,6.6,"May 22, 2020",Tripwire Interactive,Tripwire Interactive
653,Just Dance 2021,Switch,70,7.4,"November 12, 2020",Ubisoft,Ubisoft
654,Ion Fury,Xbox One,70,6.7,"May 14, 2020",1C Entertainment,"3D Realms, Voidpoint, LLC"
655,No Straight Roads,Switch,70,4.8,"August 25, 2020",Sold Out,Metronomik
656,9 Monkeys of Shaolin,PC,70,7.5,"October 16, 2020",Buka Entertainment,Sobaka
657,Taiko no Tatsujin: Rhythmic Adventure Pack,Switch,70,5.3,"December 3, 2020",Bandai Namco Games,Bandai Namco Games
658,Absolute Drift,Switch,70,NA,"December 3, 2020",Funselektor Labs Inc.,Funselektor Labs Inc.
659,Kingdoms of Amalur: Re-Reckoning,PC,70,6.4,"September 8, 2020",THQ Nordic,Kaiko
660,Zombie Army Trilogy,Switch,70,6.7,"March 31, 2020",Sold Out,Rebellion
661,Minecraft Dungeons,PC,70,6.5,"May 26, 2020",Mojang AB,Mojang AB
